Date,Open,Close,High,Low,Volume
2024-01-02 00:00:00-05:00,370.3424737462839,367.380615234375,372.3632885983454,363.319184585885,25258600
2024-01-03 00:00:00-05:00,365.5380921792409,367.1131286621094,369.7481050532778,365.0427965470012,23083500
2024-01-04 00:00:00-05:00,367.1825051718643,364.4781799316406,369.5896348719219,363.71543548306664,20901500
2024-01-05 00:00:00-05:00,365.4984700948147,364.2899475097656,368.5593935584056,363.0517083951845,20987000
2024-01-08 00:00:00-05:00,365.8253710003868,371.1646728515625,371.66988411040546,365.53812127674354,23134000
2024-01-09 00:00:00-05:00,368.509899386066,372.25433349609375,372.4524336286839,367.6976072202341,20830000
2024-01-10 00:00:00-05:00,372.828831535822,379.1686096191406,380.5554615818058,372.77931406448965,25514200
2024-01-11 00:00:00-05:00,382.3682441685505,381.0111389160156,387.0042042259602,376.80112586493703,27850800
2024-01-12 00:00:00-05:00,381.8630597761942,384.8150329589844,385.0230486833725,381.03096664819185,21645700
2024-01-16 00:00:00-05:00,389.95617197189966,386.5980529785156,390.32268591338345,383.9729920985464,27202300
2024-01-17 00:00:00-05:00,384.32963163268903,385.80560302734375,386.4395657529972,381.1894438434919,22234100
2024-01-18 00:00:00-05:00,388.0344497047316,390.1642150878906,390.2830812145117,386.4494974787357,23392100
2024-01-19 00:00:00-05:00,392.0364732172694,394.9190979003906,394.9190979003906,389.797726916255,29272000
2024-01-22 00:00:00-05:00,396.25634353223927,392.7793884277344,396.85070439221124,389.8868483654438,27016900
2024-01-23 00:00:00-05:00,392.02652441578425,395.1468811035156,395.6223758316309,390.22364091426874,20525900
2024-01-24 00:00:00-05:00,397.7620686193911,398.7724609375,401.81358370975624,396.68232764982235,24867000
2024-01-25 00:00:00-05:00,400.5158863337274,401.0606994628906,403.18057938018296,398.7427194215606,21021200
2024-01-26 00:00:00-05:00,400.5654402719064,400.12957763671875,402.3485229332517,398.64369053415635,17803300
2024-01-29 00:00:00-05:00,402.2394836390935,405.86505126953125,406.12261467024774,400.5257498805,24510200
2024-01-30 00:00:00-05:00,408.3812111979871,404.7457275390625,409.16375662074074,402.6258777098208,33477600
2024-01-31 00:00:00-05:00,403.1310773427729,393.8393249511719,411.41243736511643,393.47281096125835,47871100
2024-02-01 00:00:00-05:00,398.0492918889721,399.98095703125,404.16125355914335,398.0195753589577,30657700
2024-02-02 00:00:00-05:00,400.0106970175581,407.3509826660156,408.7675210638453,399.7630491761005,28245000
2024-02-05 00:00:00-05:00,406.0434180871643,401.8334045410156,407.2915729534139,400.189019151807,25352300
2024-02-06 00:00:00-05:00,402.0612108490808,401.67486572265625,404.13154308563696,399.11915341177513,18382600
2024-02-07 00:00:00-05:00,403.60653322309605,410.1543273925781,410.4019752246544,403.5669011054383,22340500
2024-02-08 00:00:00-05:00,410.1543425713037,410.2137756347656,411.65014520614363,408.6486545795197,21225300
2024-02-09 00:00:00-05:00,411.34304822902254,416.5931701660156,416.8606491715924,411.18454998916735,22032800
2024-02-12 00:00:00-05:00,416.6030882773996,411.35296630859375,416.78138746189904,410.847755055397,21202900
2024-02-13 00:00:00-05:00,401.1300494611104,402.4970703125,406.21178774325523,399.59464501524405,27824900
2024-02-14 00:00:00-05:00,404.97813565927675,406.3873596191406,406.73471379055,401.50465451788693,20401200
2024-02-15 00:00:00-05:00,405.0476293953427,403.4795837402344,406.03011869599004,401.22679392364836,21825500
2024-02-16 00:00:00-05:00,404.86897976610464,400.99853515625,405.19649639829663,400.3832375883185,22281100
2024-02-20 00:00:00-05:00,400.1847314590158,399.7381591796875,401.4252604899609,394.9943773768075,24307900
2024-02-21 00:00:00-05:00,397.1380014467668,399.13275146484375,399.24193376469594,394.21034092041026,18631100
2024-02-22 00:00:00-05:00,407.08204605240707,408.5309753417969,409.7020273662852,405.4743254278806,27009900
2024-02-23 00:00:00-05:00,412.5205590554713,407.2309265136719,412.7090915973696,405.87131159465224,16295900
2024-02-26 00:00:00-05:00,408.34246112673543,404.4521789550781,409.0371695148512,404.27351975281573,16193500
2024-02-27 00:00:00-05:00,404.898754425873,404.39263916015625,405.22627106063214,400.7901378959309,14835800
2024-02-28 00:00:00-05:00,405.0872739909664,404.6307678222656,406.1987830728558,402.24895832016676,13183100
2024-02-29 00:00:00-05:00,405.5438348800808,410.5059509277344,411.06170550216336,402.84444253870316,31947300
2024-03-01 00:00:00-05:00,408.153876143975,412.3518371582031,412.71902889421233,407.76684684717014,17800300
2024-03-04 00:00:00-05:00,410.30747829521556,411.7762756347656,414.18785690698894,409.1959690810067,17596000
2024-03-05 00:00:00-05:00,410.8234857245891,399.59918212890625,411.1112969231929,397.6044321579871,26919200
2024-03-06 00:00:00-05:00,399.91679432847235,399.04345703125,402.0902036474927,395.37150921419715,22344100
2024-03-07 00:00:00-05:00,403.04293193355477,406.0400695800781,406.6752047214003,399.1923248157397,18718500
2024-03-08 00:00:00-05:00,404.8689575439801,403.14215087890625,407.3103404061873,401.2664565057241,17971700
2024-03-11 00:00:00-04:00,400.700826521959,401.4550476074219,402.6062622273282,398.21976836345937,16120800
2024-03-12 00:00:00-04:00,404.5315189350478,412.13348388671875,412.4212950799544,403.70782104780903,22457000
2024-03-13 00:00:00-04:00,414.9321647542621,411.95489501953125,415.0115452878592,408.3325562328795,17115900
2024-03-14 00:00:00-04:00,417.0558908033508,421.9981689453125,424.5784751674573,414.8229387375938,34157300
2024-03-15 00:00:00-04:00,416.11311165944556,413.2648620605469,419.3980298678985,409.6623611748997,45049800
2024-03-18 00:00:00-04:00,411.11127379953496,414.15802001953125,417.54218646296124,410.644833725834,20106000
2024-03-19 00:00:00-04:00,414.6641491974699,418.217041015625,418.4750807248628,412.40142563915276,19837900
